"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01451","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00463","","","","10","7","3","1","2","2","3","6","14","3","5","0.12","9.61","0","5.12","14.73","17","0.357142857","0.04","0.301176471","2.833333333","1.7","2.333333333","1.4","0.853333333","0.512","1.601666667","0.961","82.35294118","34.75899525","60","16.66666667","17.06666667","32.03333333","49.1","27.77777778","28.44444444","53.38888889","81.83333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01645","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-02075","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01542","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00152","","","","10","1","2","1","3","3","1","1","3","3","1.5","0.2","2.38","0","1.7","4.08","6","0.5","0.066666667","0.283333333","6","0.6","3","0.3","1.7","0.17","2.38","0.238","50","41.66666667","10","5","5.666666667","7.933333333","13.6","50","56.66666667","79.33333333","136"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00867","","","","10","4","2","1","6","","","2","0","0","0","0","0.13","","0","0.13","0","","","","0","0","0","0","0","0","0.065","0.013","","0","20","0","0","0.433333333","0.433333333","0","0","2.166666667","2.166666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01393","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00495","","","","10","5","1","1","7","2","2","5","5","1","0.4","0.06","6.14","0.12","0.46","6.6","6","0.08","0.06","0.076666667","1.2","0.6","1","0.5","0.092","0.046","1.228","0.614","83.33333333","6.96969697","50","1.333333333","1.533333333","20.46666667","22","2.666666667","3.066666667","40.93333333","44"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01702","","","","10","7","1","2","2","2","2","4","7","6","2.1","0.16","11.19","0","2.26","13.45","13","0.3","0.026666667","0.173846154","3.25","1.3","1.75","0.7","0.565","0.226","2.7975","1.119","53.84615385","16.80297398","40","7","7.533333333","37.3","44.83333333","17.5","18.83333333","93.25","112.0833333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01355","","","","10","8","1","1","5","2","2","5","0","1","0","0.04","1.07","0","0.04","1.11","1","","0.04","0.04","0.2","0.1","0","0","0.008","0.004","0.214","0.107","0","3.603603604","50","0","0.133333333","3.566666667","3.7","0","0.266666667","7.133333333","7.4"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00736","","","","10","5","2","2","5","2","2","3","0","0","0","0","0.44","","0","0.44","0","","","","0","0","0","0","0","0","0.146666667","0.044","","0","30","0","0","1.466666667","1.466666667","0","0","4.888888889","4.888888889"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00890","","","","10","4","1","1","7","2","2","3","0","0","0","0","0.51","","0","0.51","0","","","","0","0","0","0","0","0","0.17","0.051","","0","30","0","0","1.7","1.7","0","0","5.666666667","5.666666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00445","","","","10","3","1","1","3","2","2","2","0","0","0","0","0.5","","0","0.5","0","","","","0","0","0","0","0","0","0.25","0.05","","0","20","0","0","1.666666667","1.666666667","0","0","8.333333333","8.333333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00030","","","","10","7","3","1","2","2","1","5","8","9","2.3","0.56","9.14","0","2.86","12","17","0.2875","0.062222222","0.168235294","3.4","1.7","1.6","0.8","0.572","0.286","1.828","0.914","47.05882353","23.83333333","50","7.666666667","9.533333333","30.46666667","40","15.33333333","19.06666667","60.93333333","80"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01785","","","","10","5","2","2","2","2","2","5","14","6","6.2","0.1","8.18","0.12","6.3","14.48","20","0.442857143","0.016666667","0.315","4","2","2.8","1.4","1.26","0.63","1.636","0.818","70","43.50828729","50","20.66666667","21","27.26666667","48.26666667","41.33333333","42","54.53333333","96.53333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00715","","","","10","4","1","1","5","1","1","4","0","2","0","0.12","0.09","0","0.12","0.21","2","","0.06","0.06","0.5","0.2","0","0","0.03","0.012","0.0225","0.009","0","57.14285714","40","0","0.4","0.3","0.7","0","1","0.75","1.75"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01503","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01668","","","","10","4","2","1","3","2","2","4","3","5","0.2","0.14","2.07","7.23","0.34","2.41","8","0.066666667","0.028","0.0425","2","0.8","0.75","0.3","0.085","0.034","0.5175","0.207","37.5","14.10788382","40","0.666666667","1.133333333","6.9","8.033333333","1.666666667","2.833333333","17.25","20.08333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01063","","","","10","2","1","1","1","2","2","1","0","0","0","0","10.19","","0","10.19","0","","","","0","0","0","0","0","0","10.19","1.019","","0","10","0","0","33.96666667","33.96666667","0","0","339.6666667","339.6666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00262","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01301","","","","10","6","3","1","3","3","2","4","2","0","1.6","0","16.2","0","1.6","17.8","2","0.8","","0.8","0.5","0.2","0.5","0.2","0.4","0.16","4.05","1.62","100","8.988764045","40","5.333333333","5.333333333","54","59.33333333","13.33333333","13.33333333","135","148.3333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01722","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00642","","","","10","10","2","2","3","2","2","10","0","2","0","0.06","0.79","0","0.06","0.85","2","","0.03","0.03","0.2","0.2","0","0","0.006","0.006","0.079","0.079","0","7.058823529","100","0","0.2","2.633333333","2.833333333","0","0.2","2.633333333","2.833333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00095","","","","10","2","1","1","7","2","1","2","2","1","0.44","0.08","2.12","0.02","0.52","2.64","3","0.22","0.08","0.173333333","1.5","0.3","1","0.2","0.26","0.052","1.06","0.212","66.66666667","19.6969697","20","1.466666667","1.733333333","7.066666667","8.8","7.333333333","8.666666667","35.33333333","44"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00674","","","","10","3","1","1","4","2","2","3","1","2","0.12","0.01","1.11","0","0.13","1.24","3","0.12","0.005","0.043333333","1","0.3","0.333333333","0.1","0.043333333","0.013","0.37","0.111","33.33333333","10.48387097","30","0.4","0.433333333","3.7","4.133333333","1.333333333","1.444444444","12.33333333","13.77777778"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01145","","","","10","2","1","1","8","2","1","2","0","4","0","0.1","0.34","1.65","0.1","0.44","4","","0.025","0.025","2","0.4","0","0","0.05","0.01","0.17","0.034","0","22.72727273","20","0","0.333333333","1.133333333","1.466666667","0","1.666666667","5.666666667","7.333333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00712","","","","10","6","1","1","4","3","2","6","3","1","0.37","0.08","2.13","1.04","0.45","2.58","4","0.123333333","0.08","0.1125","0.666666667","0.4","0.5","0.3","0.075","0.045","0.355","0.213","75","17.44186047","60","1.233333333","1.5","7.1","8.6","2.055555556","2.5","11.83333333","14.33333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-02032","","","","10","6","2","2","3","2","2","6","0","2","0","0.1","6.09","0.12","0.1","6.19","2","","0.05","0.05","0.333333333","0.2","0","0","0.016666667","0.01","1.015","0.609","0","1.615508885","60","0","0.333333333","20.3","20.63333333","0","0.555555556","33.83333333","34.38888889"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00206","","","","10","5","2","1","5","1","2","5","0","0","0","0","1.71","","0","1.71","0","","","","0","0","0","0","0","0","0.342","0.171","","0","50","0","0","5.7","5.7","0","0","11.4","11.4"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00193","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01928","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01398","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01614","","","","10","4","2","1","2","2","2","4","3","5","2.2","0.32","5.45","0","2.52","7.97","8","0.733333333","0.064","0.315","2","0.8","0.75","0.3","0.63","0.252","1.3625","0.545","37.5","31.61856964","40","7.333333333","8.4","18.16666667","26.56666667","18.33333333","21","45.41666667","66.41666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01915","","","","10","1","1","1","7","1","1","1","0","4","0","0.06","","0.15","0.06","","4","","0.015","0.015","4","0.4","0","0","0.06","0.006","","","0","","10","0","0.2","","","0","2","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00344","","","","10","5","2","1","2","2","1","5","0","12","0","0.2","24.14","0","0.2","24.34","12","","0.016666667","0.016666667","2.4","1.2","0","0","0.04","0.02","4.828","2.414","0","0.821692687","50","0","0.666666667","80.46666667","81.13333333","0","1.333333333","160.9333333","162.2666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01551","","","","10","6","1","1","2","2","1","6","6","2","3.1","0.16","4.23","0","3.26","7.49","8","0.516666667","0.08","0.4075","1.333333333","0.8","1","0.6","0.543333333","0.326","0.705","0.423","75","43.5246996","60","10.33333333","10.86666667","14.1","24.96666667","17.22222222","18.11111111","23.5","41.61111111"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00148","","","","10","1","1","1","8","2","2","1","1","0","0.08","0","0.91","0","0.08","0.99","1","0.08","","0.08","1","0.1","1","0.1","0.08","0.008","0.91","0.091","100","8.080808081","10","0.266666667","0.266666667","3.033333333","3.3","2.666666667","2.666666667","30.33333333","33"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00670","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01155","","","","10","3","3","1","2","2","2","3","1","0","0.5","0","0.17","0","0.5","0.67","1","0.5","","0.5","0.333333333","0.1","0.333333333","0.1","0.166666667","0.05","0.056666667","0.017","100","74.62686567","30","1.666666667","1.666666667","0.566666667","2.233333333","5.555555556","5.555555556","1.888888889","7.444444444"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00075","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01747","","","","10","6","3","2","2","2","2","6","13","9","3.4","0.1","6.19","0.12","3.5","9.69","22","0.261538462","0.011111111","0.159090909","3.666666667","2.2","2.166666667","1.3","0.583333333","0.35","1.031666667","0.619","59.09090909","36.11971104","60","11.33333333","11.66666667","20.63333333","32.3","18.88888889","19.44444444","34.38888889","53.83333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01504","","","","10","5","1","1","3","1","2","5","3","0","2","0","8.3","0","2","10.3","3","0.666666667","","0.666666667","0.6","0.3","0.6","0.3","0.4","0.2","1.66","0.83","100","19.41747573","50","6.666666667","6.666666667","27.66666667","34.33333333","13.33333333","13.33333333","55.33333333","68.66666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01010","","","","10","4","1","1","5","2","2","2","3","0","0.4","0","0.63","1.76","0.4","1.03","3","0.133333333","","0.133333333","1.5","0.3","1.5","0.3","0.2","0.04","0.315","0.063","100","38.83495146","20","1.333333333","1.333333333","2.1","3.433333333","6.666666667","6.666666667","10.5","17.16666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00677","","","","10","10","1","1","5","2","2","10","3","1","0.2","0.08","7.15","0","0.28","7.43","4","0.066666667","0.08","0.07","0.4","0.4","0.3","0.3","0.028","0.028","0.715","0.715","75","3.768506057","100","0.666666667","0.933333333","23.83333333","24.76666667","0.666666667","0.933333333","23.83333333","24.76666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00330","","","","10","8","3","1","3","2","2","8","2","4","0.2","0.8","5.16","0","1","6.16","6","0.1","0.2","0.166666667","0.75","0.6","0.25","0.2","0.125","0.1","0.645","0.516","33.33333333","16.23376623","80","0.666666667","3.333333333","17.2","20.53333333","0.833333333","4.166666667","21.5","25.66666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01619","","","","10","2","2","1","5","2","","1","1","0","0.2","0","1.13","0","0.2","1.33","1","0.2","","0.2","1","0.1","1","0.1","0.2","0.02","1.13","0.113","100","15.03759398","10","0.666666667","0.666666667","3.766666667","4.433333333","6.666666667","6.666666667","37.66666667","44.33333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-02071","","","","10","3","3","1","1","2","2","3","0","0","0","0","0.21","","0","0.21","0","","","","0","0","0","0","0","0","0.07","0.021","","0","30","0","0","0.7","0.7","0","0","2.333333333","2.333333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01364","","","","10","3","1","1","4","2","1","3","0","3","0","0.12","5.25","0","0.12","5.37","3","","0.04","0.04","1","0.3","0","0","0.04","0.012","1.75","0.525","0","2.234636872","30","0","0.4","17.5","17.9","0","1.333333333","58.33333333","59.66666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00731","","","","10","5","2","1","1","2","2","5","2","6","1.5","0.1","6.62","0","1.6","8.22","8","0.75","0.016666667","0.2","1.6","0.8","0.4","0.2","0.32","0.16","1.324","0.662","25","19.46472019","50","5","5.333333333","22.06666667","27.4","10","10.66666667","44.13333333","54.8"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01360","","","","10","7","2","1","5","3","2","7","0","2","0","0.04","1.26","0","0.04","1.3","2","","0.02","0.02","0.285714286","0.2","0","0","0.005714286","0.004","0.18","0.126","0","3.076923077","70","0","0.133333333","4.2","4.333333333","0","0.19047619","6","6.19047619"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01157","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00938","","","","10","4","2","1","3","2","2","4","6","7","2.8","0.24","4.13","0","3.04","7.17","13","0.466666667","0.034285714","0.233846154","3.25","1.3","1.5","0.6","0.76","0.304","1.0325","0.413","46.15384615","42.39888424","40","9.333333333","10.13333333","13.76666667","23.9","23.33333333","25.33333333","34.41666667","59.75"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01351","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01158","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00019","","","","10","4","3","2","3","3","1","2","1","6","1.4","0.2","3.34","0","1.6","4.94","7","1.4","0.033333333","0.228571429","3.5","0.7","0.5","0.1","0.8","0.16","1.67","0.334","14.28571429","32.38866397","20","4.666666667","5.333333333","11.13333333","16.46666667","23.33333333","26.66666667","55.66666667","82.33333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01971","","","","10","8","2","1","5","2","2","5","4","2","0.7","0.06","2.18","0.12","0.76","2.94","6","0.175","0.03","0.126666667","1.2","0.6","0.8","0.4","0.152","0.076","0.436","0.218","66.66666667","25.85034014","50","2.333333333","2.533333333","7.266666667","9.8","4.666666667","5.066666667","14.53333333","19.6"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00412","","","","10","9","4","1","1","2","2","9","13","1","7","0.12","15.17","1.32","7.12","22.29","14","0.538461538","0.12","0.508571429","1.555555556","1.4","1.444444444","1.3","0.791111111","0.712","1.685555556","1.517","92.85714286","31.94257515","90","23.33333333","23.73333333","50.56666667","74.3","25.92592593","26.37037037","56.18518519","82.55555556"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01074","","","","10","10","2","1","2","2","1","6","21","4","12.6","0.2","8.23","0","12.8","21.03","25","0.6","0.05","0.512","4.166666667","2.5","3.5","2.1","2.133333333","1.28","1.371666667","0.823","84","60.86543034","60","42","42.66666667","27.43333333","70.1","70","71.11111111","45.72222222","116.8333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01101","","","","10","1","1","1","5","2","2","1","0","0","0","0","0.58","","0","0.58","0","","","","0","0","0","0","0","0","0.58","0.058","","0","10","0","0","1.933333333","1.933333333","0","0","19.33333333","19.33333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01152","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00871","","","","10","2","2","1","8","2","1","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-02020","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00173","","","","10","1","1","1","8","2","2","1","0","0","0","0","0.11","","0","0.11","0","","","","0","0","0","0","0","0","0.11","0.011","","0","10","0","0","0.366666667","0.366666667","0","0","3.666666667","3.666666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01219","","","","10","3","1","1","5","2","2","2","1","0","0.6","0","2.14","0.12","0.6","2.74","1","0.6","","0.6","0.5","0.1","0.5","0.1","0.3","0.06","1.07","0.214","100","21.89781022","20","2","2","7.133333333","9.133333333","10","10","35.66666667","45.66666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01810","","","","10","2","2","2","5","2","2","1","0","4","0","0.04","0.92","0","0.04","0.96","4","","0.01","0.01","4","0.4","0","0","0.04","0.004","0.92","0.092","0","4.166666667","10","0","0.133333333","3.066666667","3.2","0","1.333333333","30.66666667","32"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01328","","","","10","2","2","1","8","2","2","2","0","1","0","0.01","1.15","0","0.01","1.16","1","","0.01","0.01","0.5","0.1","0","0","0.005","0.001","0.575","0.115","0","0.862068966","20","0","0.033333333","3.833333333","3.866666667","0","0.166666667","19.16666667","19.33333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00513","","","","10","7","2","1","2","2","2","5","12","4","8.5","0.19","25.69","0","8.69","34.38","16","0.708333333","0.0475","0.543125","3.2","1.6","2.4","1.2","1.738","0.869","5.138","2.569","75","25.27632344","50","28.33333333","28.96666667","85.63333333","114.6","56.66666667","57.93333333","171.2666667","229.2"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00632","","","","10","4","2","1","5","1","2","4","2","3","1.2","0.12","1.65","0.69","1.32","2.97","5","0.6","0.04","0.264","1.25","0.5","0.5","0.2","0.33","0.132","0.4125","0.165","40","44.44444444","40","4","4.4","5.5","9.9","10","11","13.75","24.75"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01218","","","","10","7","2","1","4","2","2","6","2","9","0.44","0.2","3.19","0","0.64","3.83","11","0.22","0.022222222","0.058181818","1.833333333","1.1","0.333333333","0.2","0.106666667","0.064","0.531666667","0.319","18.18181818","16.71018277","60","1.466666667","2.133333333","10.63333333","12.76666667","2.444444444","3.555555556","17.72222222","21.27777778"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00738","","","","10","8","2","1","4","2","3","8","5","2","1.5","0.1","1.6","0.12","1.6","3.2","7","0.3","0.05","0.228571429","0.875","0.7","0.625","0.5","0.2","0.16","0.2","0.16","71.42857143","50","80","5","5.333333333","5.333333333","10.66666667","6.25","6.666666667","6.666666667","13.33333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01795","","","","10","5","2","1","3","2","1","4","0","0","0","0","1.12","","0","1.12","0","","","","0","0","0","0","0","0","0.28","0.112","","0","40","0","0","3.733333333","3.733333333","0","0","9.333333333","9.333333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01206","","","","10","6","2","2","2","2","2","6","6","3","7","0.4","6.2","1.38","7.4","13.6","9","1.166666667","0.133333333","0.822222222","1.5","0.9","1","0.6","1.233333333","0.74","1.033333333","0.62","66.66666667","54.41176471","60","23.33333333","24.66666667","20.66666667","45.33333333","38.88888889","41.11111111","34.44444444","75.55555556"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01242","","","","10","3","2","1","6","2","2","3","0","0","0","0","0.71","","0","0.71","0","","","","0","0","0","0","0","0","0.236666667","0.071","","0","30","0","0","2.366666667","2.366666667","0","0","7.888888889","7.888888889"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00208","","","","10","5","1","1","4","2","2","5","9","11","2.4","0.09","7.32","0","2.49","9.81","20","0.266666667","0.008181818","0.1245","4","2","1.8","0.9","0.498","0.249","1.464","0.732","45","25.382263","50","8","8.3","24.4","32.7","16","16.6","48.8","65.4"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00507","","","","10","8","1","1","3","1","2","5","10","5","0.68","0.08","13.09","0.12","0.76","13.85","15","0.068","0.016","0.050666667","3","1.5","2","1","0.152","0.076","2.618","1.309","66.66666667","5.487364621","50","2.266666667","2.533333333","43.63333333","46.16666667","4.533333333","5.066666667","87.26666667","92.33333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00185","","","","10","5","1","1","4","2","2","4","4","9","0.8","0.28","3.53","0","1.08","4.61","13","0.2","0.031111111","0.083076923","3.25","1.3","1","0.4","0.27","0.108","0.8825","0.353","30.76923077","23.42733189","40","2.666666667","3.6","11.76666667","15.36666667","6.666666667","9","29.41666667","38.41666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00296","","","","10","6","1","1","3","1","1","5","8","1","1.4","0.28","7.17","0","1.68","8.85","9","0.175","0.28","0.186666667","1.8","0.9","1.6","0.8","0.336","0.168","1.434","0.717","88.88888889","18.98305085","50","4.666666667","5.6","23.9","29.5","9.333333333","11.2","47.8","59"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01104","","","","10","1","1","1","6","2","1","1","0","0","0","0","0.74","","0","0.74","0","","","","0","0","0","0","0","0","0.74","0.074","","0","10","0","0","2.466666667","2.466666667","0","0","24.66666667","24.66666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01794","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01399","","","","10","8","2","1","3","2","2","8","3","5","0.48","0.1","3.25","0.02","0.58","3.83","8","0.16","0.02","0.0725","1","0.8","0.375","0.3","0.0725","0.058","0.40625","0.325","37.5","15.14360313","80","1.6","1.933333333","10.83333333","12.76666667","2","2.416666667","13.54166667","15.95833333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00297","","","","10","2","3","1","2","2","2","2","1","0","0.2","0","3.08","0","0.2","3.28","1","0.2","","0.2","0.5","0.1","0.5","0.1","0.1","0.02","1.54","0.308","100","6.097560976","20","0.666666667","0.666666667","10.26666667","10.93333333","3.333333333","3.333333333","51.33333333","54.66666667"
