"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00165","","","","10","1","0.08","0","0","0.15","7","0.15","0.23","","0","0","0.15","0.015","0.08","0.008","65.2173913","10","0","0","0.666666667","6.666666667","0.355555556","3.555555556","1.022222222","10.22222222","10.5"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00166","","","","10","3","0.09","5","0.74","0","5","0.74","0.83","0.148","1.666666667","0.5","0.246666667","0.074","0.03","0.009","89.15662651","30","3.288888889","10.96296296","3.288888889","10.96296296","0.4","1.333333333","3.688888889","12.2962963","10.5"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00167","","","","10","2","0","0","0","0.19","7","0.19","0.19","","0","0","0.095","0.019","0","0","100","20","0","0","0.844444444","4.222222222","0","0","0.844444444","4.222222222","14.37"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00168","","","","10","4","0.08","5","1.04","0.66","6","1.7","1.78","0.208","1.25","0.5","0.425","0.17","0.02","0.008","95.50561798","40","4.622222222","11.55555556","7.555555556","18.88888889","0.355555556","0.888888889","7.911111111","19.77777778","14.37"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00169","","","","10","4","1.35","6","2.06","0.31","6","2.37","3.72","0.343333333","1.5","0.6","0.5925","0.237","0.3375","0.135","63.70967742","40","9.155555556","22.88888889","10.53333333","26.33333333","6","15","16.53333333","41.33333333","0.12"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00170","","","","10","3","0.09","5","0.49","0.15","6","0.64","0.73","0.098","1.666666667","0.5","0.213333333","0.064","0.03","0.009","87.67123288","30","2.177777778","7.259259259","2.844444444","9.481481481","0.4","1.333333333","3.244444444","10.81481481","4.92"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00171","","","","10","4","1.92","16","4.05","0.68","6","4.73","6.65","0.253125","4","1.6","1.1825","0.473","0.48","0.192","71.12781955","40","18","45","21.02222222","52.55555556","8.533333333","21.33333333","29.55555556","73.88888889","5.46"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00172","","","","10","0","0","0","0","0","","0","0","","","0","","0","","0","","0","0","","0","","0","","0","",""
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00173","","","","10","5","1.09","17","3.61","0.46","5","4.07","5.16","0.212352941","3.4","1.7","0.814","0.407","0.218","0.109","78.87596899","50","16.04444444","32.08888889","18.08888889","36.17777778","4.844444444","9.688888889","22.93333333","45.86666667","0.15"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00174","","","","10","4","0.94","13","2.55","0.25","6","2.8","3.74","0.196153846","3.25","1.3","0.7","0.28","0.235","0.094","74.86631016","40","11.33333333","28.33333333","12.44444444","31.11111111","4.177777778","10.44444444","16.62222222","41.55555556","12.39"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00175","","","","10","5","0.86","18","4.83","0","5","4.83","5.69","0.268333333","3.6","1.8","0.966","0.483","0.172","0.086","84.8857645","50","21.46666667","42.93333333","21.46666667","42.93333333","3.822222222","7.644444444","25.28888889","50.57777778","4.92"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00176","","","","10","3","1.42","12","3.26","0.24","6","3.5","4.92","0.271666667","4","1.2","1.166666667","0.35","0.473333333","0.142","71.13821138","30","14.48888889","48.2962963","15.55555556","51.85185185","6.311111111","21.03703704","21.86666667","72.88888889","1.65"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00177","","","","10","3","1.82","9","6.11","0.38","6","6.49","8.31","0.678888889","3","0.9","2.163333333","0.649","0.606666667","0.182","78.09867629","30","27.15555556","90.51851852","28.84444444","96.14814815","8.088888889","26.96296296","36.93333333","123.1111111","4.92"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00178","","","","10","2","0.16","8","1.29","0.13","6","1.42","1.58","0.16125","4","0.8","0.71","0.142","0.08","0.016","89.87341772","20","5.733333333","28.66666667","6.311111111","31.55555556","0.711111111","3.555555556","7.022222222","35.11111111","10.5"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00179","","","","10","4","2.15","19","6.78","0.39","5","7.17","9.32","0.356842105","4.75","1.9","1.7925","0.717","0.5375","0.215","76.93133047","40","30.13333333","75.33333333","31.86666667","79.66666667","9.555555556","23.88888889","41.42222222","103.5555556","5.46"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00180","","","","10","3","2.97","7","2.06","0.34","6","2.4","5.37","0.294285714","2.333333333","0.7","0.8","0.24","0.99","0.297","44.69273743","30","9.155555556","30.51851852","10.66666667","35.55555556","13.2","44","23.86666667","79.55555556","0.12"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00181","","","","10","1","0","3","0.66","0","5","0.66","0.66","0.22","3","0.3","0.66","0.066","0","0","100","10","2.933333333","29.33333333","2.933333333","29.33333333","0","0","2.933333333","29.33333333","0"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00182","","","","10","3","1.38","14","2.58","0.13","5","2.71","4.09","0.184285714","4.666666667","1.4","0.903333333","0.271","0.46","0.138","66.2591687","30","11.46666667","38.22222222","12.04444444","40.14814815","6.133333333","20.44444444","18.17777778","60.59259259","14.37"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00183","","","","10","4","1.1","8","2.15","0.84","5","2.99","4.09","0.26875","2","0.8","0.7475","0.299","0.275","0.11","73.10513447","40","9.555555556","23.88888889","13.28888889","33.22222222","4.888888889","12.22222222","18.17777778","45.44444444","4.92"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00184","","","","10","3","0.3","7","2.63","0","5","2.63","2.93","0.375714286","2.333333333","0.7","0.876666667","0.263","0.1","0.03","89.76109215","30","11.68888889","38.96296296","11.68888889","38.96296296","1.333333333","4.444444444","13.02222222","43.40740741","10.5"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00185","","","","10","4","1.29","7","3.61","0","6","3.61","4.9","0.515714286","1.75","0.7","0.9025","0.361","0.3225","0.129","73.67346939","40","16.04444444","40.11111111","16.04444444","40.11111111","5.733333333","14.33333333","21.77777778","54.44444444","0.12"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00186","","","","10","3","0.46","5","0.77","0.17","6","0.94","1.4","0.154","1.666666667","0.5","0.313333333","0.094","0.153333333","0.046","67.14285714","30","3.422222222","11.40740741","4.177777778","13.92592593","2.044444444","6.814814815","6.222222222","20.74074074","10.5"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00187","","","","10","3","0.09","5","0.48","0.16","5","0.64","0.73","0.096","1.666666667","0.5","0.213333333","0.064","0.03","0.009","87.67123288","30","2.133333333","7.111111111","2.844444444","9.481481481","0.4","1.333333333","3.244444444","10.81481481","10.5"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00188","","","","10","7","3.65","21","6.29","0.38","5","6.67","10.32","0.29952381","3","2.1","0.952857143","0.667","0.521428571","0.365","64.63178295","70","27.95555556","39.93650794","29.64444444","42.34920635","16.22222222","23.17460317","45.86666667","65.52380952","1.65"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00189","","","","10","4","0.5","5","1.78","0.24","6","2.02","2.52","0.356","1.25","0.5","0.505","0.202","0.125","0.05","80.15873016","40","7.911111111","19.77777778","8.977777778","22.44444444","2.222222222","5.555555556","11.2","28","0"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00190","","","","10","8","3.77","16","3.95","0.31","5","4.26","8.03","0.246875","2","1.6","0.5325","0.426","0.47125","0.377","53.05105853","80","17.55555556","21.94444444","18.93333333","23.66666667","16.75555556","20.94444444","35.68888889","44.61111111","14.37"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00191","","","","10","3","1.02","8","1.97","1.02","5","2.99","4.01","0.24625","2.666666667","0.8","0.996666667","0.299","0.34","0.102","74.56359102","30","8.755555556","29.18518519","13.28888889","44.2962963","4.533333333","15.11111111","17.82222222","59.40740741","14.37"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00192","","","","10","3","0.1","3","0.29","0","6","0.29","0.39","0.096666667","1","0.3","0.096666667","0.029","0.033333333","0.01","74.35897436","30","1.288888889","4.296296296","1.288888889","4.296296296","0.444444444","1.481481481","1.733333333","5.777777778","7.76"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00193","","","","10","5","3.69","11","2.79","0.21","6","3","6.69","0.253636364","2.2","1.1","0.6","0.3","0.738","0.369","44.84304933","50","12.4","24.8","13.33333333","26.66666667","16.4","32.8","29.73333333","59.46666667","0.12"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00194","","","","10","5","0.08","8","1.7","0.28","5","1.98","2.06","0.2125","1.6","0.8","0.396","0.198","0.016","0.008","96.11650485","50","7.555555556","15.11111111","8.8","17.6","0.355555556","0.711111111","9.155555556","18.31111111","14.37"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00195","","","","10","1","0","2","0.27","0","7","0.27","0.27","0.135","2","0.2","0.27","0.027","0","0","100","10","1.2","12","1.2","12","0","0","1.2","12","0.12"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00196","","","","10","1","0.31","3","0.32","0","6","0.32","0.63","0.106666667","3","0.3","0.32","0.032","0.31","0.031","50.79365079","10","1.422222222","14.22222222","1.422222222","14.22222222","1.377777778","13.77777778","2.8","28","0"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00197","","","","10","4","2.87","8","2.5","0.12","6","2.62","5.49","0.3125","2","0.8","0.655","0.262","0.7175","0.287","47.72313297","40","11.11111111","27.77777778","11.64444444","29.11111111","12.75555556","31.88888889","24.4","61","0.12"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00198","","","","10","4","1.25","4","1.98","0","6","1.98","3.23","0.495","1","0.4","0.495","0.198","0.3125","0.125","61.3003096","40","8.8","22","8.8","22","5.555555556","13.88888889","14.35555556","35.88888889","0.12"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00199","","","","10","5","3.97","11","3.77","0.41","6","4.18","8.15","0.342727273","2.2","1.1","0.836","0.418","0.794","0.397","51.28834356","50","16.75555556","33.51111111","18.57777778","37.15555556","17.64444444","35.28888889","36.22222222","72.44444444","0.12"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00200","","","","10","6","2.51","5","1.22","0.35","6","1.57","4.08","0.244","0.833333333","0.5","0.261666667","0.157","0.418333333","0.251","38.48039216","60","5.422222222","9.037037037","6.977777778","11.62962963","11.15555556","18.59259259","18.13333333","30.22222222","1.38"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00201","","","","10","3","3.38","8","1.39","0.26","6","1.65","5.03","0.17375","2.666666667","0.8","0.55","0.165","1.126666667","0.338","32.80318091","30","6.177777778","20.59259259","7.333333333","24.44444444","15.02222222","50.07407407","22.35555556","74.51851852","0"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00202","","","","10","5","1.7","5","0.78","0.17","5","0.95","2.65","0.156","1","0.5","0.19","0.095","0.34","0.17","35.8490566","50","3.466666667","6.933333333","4.222222222","8.444444444","7.555555556","15.11111111","11.77777778","23.55555556","0.12"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00203","","","","10","3","1.74","8","2.14","0.14","6","2.28","4.02","0.2675","2.666666667","0.8","0.76","0.228","0.58","0.174","56.71641791","30","9.511111111","31.7037037","10.13333333","33.77777778","7.733333333","25.77777778","17.86666667","59.55555556","0"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00204","","","","10","6","2.39","6","2.43","0.47","6","2.9","5.29","0.405","1","0.6","0.483333333","0.29","0.398333333","0.239","54.82041588","60","10.8","18","12.88888889","21.48148148","10.62222222","17.7037037","23.51111111","39.18518519","0.12"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00205","","","","10","2","0.69","2","0.25","0.24","7","0.49","1.18","0.125","1","0.2","0.245","0.049","0.345","0.069","41.52542373","20","1.111111111","5.555555556","2.177777778","10.88888889","3.066666667","15.33333333","5.244444444","26.22222222","0.12"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00206","","","","10","3","1.1","7","2.24","0","6","2.24","3.34","0.32","2.333333333","0.7","0.746666667","0.224","0.366666667","0.11","67.06586826","30","9.955555556","33.18518519","9.955555556","33.18518519","4.888888889","16.2962963","14.84444444","49.48148148","0.12"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00207","","","","10","2","0.08","1","0.25","0","6","0.25","0.33","0.25","0.5","0.1","0.125","0.025","0.04","0.008","75.75757576","20","1.111111111","5.555555556","1.111111111","5.555555556","0.355555556","1.777777778","1.466666667","7.333333333","0.12"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00208","","","","10","2","0.89","6","1.64","0.64","6","2.28","3.17","0.273333333","3","0.6","1.14","0.228","0.445","0.089","71.92429022","20","7.288888889","36.44444444","10.13333333","50.66666667","3.955555556","19.77777778","14.08888889","70.44444444","0.12"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00209","","","","10","3","0.57","6","0.97","0.14","6","1.11","1.68","0.161666667","2","0.6","0.37","0.111","0.19","0.057","66.07142857","30","4.311111111","14.37037037","4.933333333","16.44444444","2.533333333","8.444444444","7.466666667","24.88888889","0"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00210","","","","10","2","0.1","5","1.37","0","5","1.37","1.47","0.274","2.5","0.5","0.685","0.137","0.05","0.01","93.19727891","20","6.088888889","30.44444444","6.088888889","30.44444444","0.444444444","2.222222222","6.533333333","32.66666667","10.5"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00211","","","","10","2","0.19","2","0.19","0.16","7","0.35","0.54","0.095","1","0.2","0.175","0.035","0.095","0.019","64.81481481","20","0.844444444","4.222222222","1.555555556","7.777777778","0.844444444","4.222222222","2.4","12","7.76"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00212","","","","10","2","0.27","1","0.24","0.29","6","0.53","0.8","0.24","0.5","0.1","0.265","0.053","0.135","0.027","66.25","20","1.066666667","5.333333333","2.355555556","11.77777778","1.2","6","3.555555556","17.77777778","0.12"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00213","","","","10","3","0.09","2","0.25","0.22","7","0.47","0.56","0.125","0.666666667","0.2","0.156666667","0.047","0.03","0.009","83.92857143","30","1.111111111","3.703703704","2.088888889","6.962962963","0.4","1.333333333","2.488888889","8.296296296","0.12"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00214","","","","10","7","3.27","10","2.16","0.41","6","2.57","5.84","0.216","1.428571429","1","0.367142857","0.257","0.467142857","0.327","44.00684932","70","9.6","13.71428571","11.42222222","16.31746032","14.53333333","20.76190476","25.95555556","37.07936508","0.12"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00215","","","","10","6","0.47","12","2.54","0.3","5","2.84","3.31","0.211666667","2","1.2","0.473333333","0.284","0.078333333","0.047","85.80060423","60","11.28888889","18.81481481","12.62222222","21.03703704","2.088888889","3.481481481","14.71111111","24.51851852","0.12"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00216","","","","10","9","0.82","7","1.23","0.4","5","1.63","2.45","0.175714286","0.777777778","0.7","0.181111111","0.163","0.091111111","0.082","66.53061224","90","5.466666667","6.074074074","7.244444444","8.049382716","3.644444444","4.049382716","10.88888889","12.09876543","0"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00217","","","","10","7","3.13","8","1.62","0.49","6","2.11","5.24","0.2025","1.142857143","0.8","0.301428571","0.211","0.447142857","0.313","40.26717557","70","7.2","10.28571429","9.377777778","13.3968254","13.91111111","19.87301587","23.28888889","33.26984127","0"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00218","","","","10","5","1.21","6","1.02","0.8","5","1.82","3.03","0.17","1.2","0.6","0.364","0.182","0.242","0.121","60.0660066","50","4.533333333","9.066666667","8.088888889","16.17777778","5.377777778","10.75555556","13.46666667","26.93333333","10.5"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00219","","","","10","3","0.46","5","1.9","0.25","6","2.15","2.61","0.38","1.666666667","0.5","0.716666667","0.215","0.153333333","0.046","82.37547893","30","8.444444444","28.14814815","9.555555556","31.85185185","2.044444444","6.814814815","11.6","38.66666667","0.12"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00220","","","","10","3","0.99","6","1.08","0.12","6","1.2","2.19","0.18","2","0.6","0.4","0.12","0.33","0.099","54.79452055","30","4.8","16","5.333333333","17.77777778","4.4","14.66666667","9.733333333","32.44444444","1.32"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00221","","","","10","3","0.33","9","1.56","0.11","6","1.67","2","0.173333333","3","0.9","0.556666667","0.167","0.11","0.033","83.5","30","6.933333333","23.11111111","7.422222222","24.74074074","1.466666667","4.888888889","8.888888889","29.62962963","14.37"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00222","","","","10","4","0.12","12","3.5","0.61","6","4.11","4.23","0.291666667","3","1.2","1.0275","0.411","0.03","0.012","97.16312057","40","15.55555556","38.88888889","18.26666667","45.66666667","0.533333333","1.333333333","18.8","47","1.32"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00223","","","","10","3","4.92","3","0.86","0.09","6","0.95","5.87","0.286666667","1","0.3","0.316666667","0.095","1.64","0.492","16.18398637","30","3.822222222","12.74074074","4.222222222","14.07407407","21.86666667","72.88888889","26.08888889","86.96296296","0.12"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00224","","","","10","6","5.37","2","0.47","0.46","6","0.93","6.3","0.235","0.333333333","0.2","0.155","0.093","0.895","0.537","14.76190476","60","2.088888889","3.481481481","4.133333333","6.888888889","23.86666667","39.77777778","28","46.66666667","0.12"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00225","","","","10","7","2.49","2","0.35","0.2","5","0.55","3.04","0.175","0.285714286","0.2","0.078571429","0.055","0.355714286","0.249","18.09210526","70","1.555555556","2.222222222","2.444444444","3.492063492","11.06666667","15.80952381","13.51111111","19.3015873","0.12"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00226","","","","10","7","1.03","10","1.74","0.76","6","2.5","3.53","0.174","1.428571429","1","0.357142857","0.25","0.147142857","0.103","70.82152975","70","7.733333333","11.04761905","11.11111111","15.87301587","4.577777778","6.53968254","15.68888889","22.41269841","0.12"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00227","","","","10","6","1.52","15","5.4","0.19","6","5.59","7.11","0.36","2.5","1.5","0.931666667","0.559","0.253333333","0.152","78.62165963","60","24","40","24.84444444","41.40740741","6.755555556","11.25925926","31.6","52.66666667","0.12"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00228","","","","10","3","0.29","2","0.18","0.17","7","0.35","0.64","0.09","0.666666667","0.2","0.116666667","0.035","0.096666667","0.029","54.6875","30","0.8","2.666666667","1.555555556","5.185185185","1.288888889","4.296296296","2.844444444","9.481481481","0"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00229","","","","10","3","0.71","2","0.47","0.45","6","0.92","1.63","0.235","0.666666667","0.2","0.306666667","0.092","0.236666667","0.071","56.44171779","30","2.088888889","6.962962963","4.088888889","13.62962963","3.155555556","10.51851852","7.244444444","24.14814815","0"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00230","","","","10","3","0.49","0","0","0.33","7","0.33","0.82","","0","0","0.11","0.033","0.163333333","0.049","40.24390244","30","0","0","1.466666667","4.888888889","2.177777778","7.259259259","3.644444444","12.14814815","0.12"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00231","","","","10","2","0.66","9","2.9","0","5","2.9","3.56","0.322222222","4.5","0.9","1.45","0.29","0.33","0.066","81.46067416","20","12.88888889","64.44444444","12.88888889","64.44444444","2.933333333","14.66666667","15.82222222","79.11111111","0"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00232","","","","10","6","1.95","8","1.35","0.72","6","2.07","4.02","0.16875","1.333333333","0.8","0.345","0.207","0.325","0.195","51.49253731","60","6","10","9.2","15.33333333","8.666666667","14.44444444","17.86666667","29.77777778","0.12"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00233","","","","10","4","0.65","10","1.51","0.3","6","1.81","2.46","0.151","2.5","1","0.4525","0.181","0.1625","0.065","73.57723577","40","6.711111111","16.77777778","8.044444444","20.11111111","2.888888889","7.222222222","10.93333333","27.33333333","1.32"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00234","","","","10","4","0.16","4","0.61","0.26","6","0.87","1.03","0.1525","1","0.4","0.2175","0.087","0.04","0.016","84.46601942","40","2.711111111","6.777777778","3.866666667","9.666666667","0.711111111","1.777777778","4.577777778","11.44444444","10.5"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00235","","","","10","6","1","11","2.35","0.6","6","2.95","3.95","0.213636364","1.833333333","1.1","0.491666667","0.295","0.166666667","0.1","74.6835443","60","10.44444444","17.40740741","13.11111111","21.85185185","4.444444444","7.407407407","17.55555556","29.25925926","11.03"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00236","","","","10","4","0.32","7","1.08","0.45","6","1.53","1.85","0.154285714","1.75","0.7","0.3825","0.153","0.08","0.032","82.7027027","40","4.8","12","6.8","17","1.422222222","3.555555556","8.222222222","20.55555556","14.37"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00237","","","","10","6","9.06","3","0.8","0.26","6","1.06","10.12","0.266666667","0.5","0.3","0.176666667","0.106","1.51","0.906","10.4743083","60","3.555555556","5.925925926","4.711111111","7.851851852","40.26666667","67.11111111","44.97777778","74.96296296","0.12"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00238","","","","10","4","1.43","6","0.97","0.27","6","1.24","2.67","0.161666667","1.5","0.6","0.31","0.124","0.3575","0.143","46.44194757","40","4.311111111","10.77777778","5.511111111","13.77777778","6.355555556","15.88888889","11.86666667","29.66666667","0.12"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00239","","","","10","3","3.71","2","0.42","0","6","0.42","4.13","0.21","0.666666667","0.2","0.14","0.042","1.236666667","0.371","10.16949153","30","1.866666667","6.222222222","1.866666667","6.222222222","16.48888889","54.96296296","18.35555556","61.18518519","0.12"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00240","","","","10","4","0.09","9","2.06","0","5","2.06","2.15","0.228888889","2.25","0.9","0.515","0.206","0.0225","0.009","95.81395349","40","9.155555556","22.88888889","9.155555556","22.88888889","0.4","1","9.555555556","23.88888889","14.37"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00241","","","","10","4","0.14","6","1.42","0.38","6","1.8","1.94","0.236666667","1.5","0.6","0.45","0.18","0.035","0.014","92.78350515","40","6.311111111","15.77777778","8","20","0.622222222","1.555555556","8.622222222","21.55555556","14.37"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00242","","","","10","4","0.72","5","0.92","0.22","6","1.14","1.86","0.184","1.25","0.5","0.285","0.114","0.18","0.072","61.29032258","40","4.088888889","10.22222222","5.066666667","12.66666667","3.2","8","8.266666667","20.66666667","14.37"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00243","","","","10","5","3.1","8","1.27","0.14","5","1.41","4.51","0.15875","1.6","0.8","0.282","0.141","0.62","0.31","31.26385809","50","5.644444444","11.28888889","6.266666667","12.53333333","13.77777778","27.55555556","20.04444444","40.08888889","3.96"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00244","","","","10","5","0.45","8","2.3","0.95","6","3.25","3.7","0.2875","1.6","0.8","0.65","0.325","0.09","0.045","87.83783784","50","10.22222222","20.44444444","14.44444444","28.88888889","2","4","16.44444444","32.88888889","14.37"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00245","","","","10","5","1.79","10","2.17","0.23","6","2.4","4.19","0.217","2","1","0.48","0.24","0.358","0.179","57.27923628","50","9.644444444","19.28888889","10.66666667","21.33333333","7.955555556","15.91111111","18.62222222","37.24444444","14.37"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00246","","","","10","4","1.03","12","4.13","0.1","6","4.23","5.26","0.344166667","3","1.2","1.0575","0.423","0.2575","0.103","80.41825095","40","18.35555556","45.88888889","18.8","47","4.577777778","11.44444444","23.37777778","58.44444444","11.03"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00247","","","","10","5","0.8","5","1.1","0.35","6","1.45","2.25","0.22","1","0.5","0.29","0.145","0.16","0.08","64.44444444","50","4.888888889","9.777777778","6.444444444","12.88888889","3.555555556","7.111111111","10","20","14.37"
"","","PEP2017CSR-ST01","","","","","","","","","PEP2017CSR-ST01-00248","","","","10","6","0.88","7","1.18","0.17","6","1.35","2.23","0.168571429","1.166666667","0.7","0.225","0.135","0.146666667","0.088","60.53811659","60","5.244444444","8.740740741","6","10","3.911111111","6.518518519","9.911111111","16.51851852","10.5"
