"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Content of total sugars estimating 1-9|CO_331:0000766","Content of starch in raw storage roots estimating 1-9|CO_331:0001055","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00147","","","","26","14","1","1","10","10","46","38","15","2.1","18","1","3","5","1","8","7","1","2.78","1.84","1.25","45.975647","38.89","9.14","12.97","18.1","17.1","35.1","84","0.326086957","0.055263158","0.203571429","8.4","3.230769231","4.6","1.769230769","1.71","0.657692308","1.8","0.692307692","54.76190476","48.71794872","38.46153846","21.36752137","55.55555556","24.35897436","63.33333333","25.64102564","66.66666667","50","130"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00148","","","","26","11","2","2","7","7","4","31","1.2","3","12","5","5","3","1","5","6","5","2.09","1.38","0.72","33.5324478","57.93","6.7","9.53","10.92","4.2","16.2","35","0.3","0.096774194","0.12","5","1.346153846","0.571428571","0.153846154","0.6","0.161538462","1.714285714","0.461538462","11.42857143","25.92592593","26.92307692","1.709401709","6.349206349","5.982905983","22.22222222","17.09401709","63.49206349","23.07692308","85.71428571"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00149","","","","26","22","1","1","20","20","57","81","25","12","30","5","7","1","1","5","5","5","1.49","1.52","0.81","36.5429993","50.78","10","14.02","10.51","37","67","138","0.438596491","0.148148148","0.268115942","6.9","5.307692308","2.85","2.192307692","1.85","1.423076923","1.5","1.153846154","41.30434783","55.2238806","76.92307692","35.61253561","46.2962963","52.70655271","68.51851852","42.73504274","55.55555556","95.44159544","124.0740741"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00150","","","","26","11","1","1","4","4","7","4","4.9","2","37","7","6","2","1","7","7","1","2.31","1.24","0.86","23.2921104","53.48","9.55","13.43","6.56","6.9","43.9","11","0.7","0.5","0.627272727","2.75","0.423076923","1.75","0.269230769","1.725","0.265384615","9.25","1.423076923","63.63636364","15.71753986","15.38461538","6.98005698","45.37037037","9.829059829","63.88888889","52.70655271","342.5925926","62.53561254","406.4814815"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00151","","","","26","21","1","2","14","14","33","44","11","6","30","5","5","2","1","5","6","5","2.85","1.46","1.04","100.3134308","61.84","3.86","5.73","10","17","47","77","0.333333333","0.136363636","0.220779221","5.5","2.961538462","2.357142857","1.269230769","1.214285714","0.653846154","2.142857143","1.153846154","42.85714286","36.17021277","53.84615385","15.66951567","29.1005291","24.21652422","44.97354497","42.73504274","79.36507937","66.95156695","124.3386243"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00152","","","","26","10","1","1","10","10","10","25","2.4","6.1","10","6","7","3","1","5","7","5","2.58","1.49","0.9","19.6635113","57.45","8.9","12.99","3.16","8.5","18.5","35","0.24","0.244","0.242857143","3.5","1.346153846","1","0.384615385","0.85","0.326923077","1","0.384615385","28.57142857","45.94594595","38.46153846","3.418803419","8.888888889","12.10826211","31.48148148","14.24501425","37.03703704","26.35327635","68.51851852"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00153","","","","26","23","3","1","11","11","12","49","4.9","9","11","5","6","3","1","7","5","3","2.74","1.68","0.95","36.4324532","52.05","7.86","10.9","10.26","13.9","24.9","61","0.408333333","0.183673469","0.227868852","5.545454545","2.346153846","1.090909091","0.461538462","1.263636364","0.534615385","1","0.423076923","19.67213115","55.82329317","42.30769231","6.98005698","16.4983165","19.8005698","46.8013468","15.66951567","37.03703704","35.47008547","83.83838384"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00154","","","","26","13","2","1","12","12","20","56","13","6","26","7","5","3","1","9","7","1","2.98","1.92","0.96","45.2711601","48.47","7.9","10.55","11.16","19","45","76","0.65","0.107142857","0.25","6.333333333","2.923076923","1.666666667","0.769230769","1.583333333","0.730769231","2.166666667","1","26.31578947","42.22222222","46.15384615","18.51851852","40.12345679","27.06552707","58.64197531","37.03703704","80.24691358","64.1025641","138.8888889"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00155","","","","26","19","2","1","18","18","56","120","19","13","16","5","7","2","1","9","7","1","3.13","1.77","1.2","47.1279869","44.86","7.45","11.21","18.69","32","48","176","0.339285714","0.108333333","0.181818182","9.777777778","6.769230769","3.111111111","2.153846154","1.777777778","1.230769231","0.888888889","0.615384615","31.81818182","66.66666667","69.23076923","27.06552707","39.09465021","45.58404558","65.8436214","22.79202279","32.9218107","68.37606838","98.7654321"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00156","","","","26","22","2","1","12","12","22","30","11","5.2","13","7","6","3","4","5","9","5","3.24","1.99","0.94","79.8167496","49.51","7.84","10.69","11.88","16.2","29.2","52","0.5","0.173333333","0.311538462","4.333333333","2","1.833333333","0.846153846","1.35","0.623076923","1.083333333","0.5","42.30769231","55.47945205","46.15384615","15.66951567","33.95061728","23.07692308","50","18.51851852","40.12345679","41.5954416","90.12345679"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00157","","","","26","23","1","2","19","19","30","126","6","21","20","5","5","7","1","5","9","5","3.03","1.5","1.07","24.3318024","61.96","3.57","5.4","8.35","27","47","156","0.2","0.166666667","0.173076923","8.210526316","6","1.578947368","1.153846154","1.421052632","1.038461538","1.052631579","0.769230769","19.23076923","57.44680851","73.07692308","8.547008547","11.69590643","38.46153846","52.63157895","28.49002849","38.98635478","66.95156695","91.61793372"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00158","","","","26","18","2","1","10","9","11","47","5.2","8","27","5","7","5","1","7","6","1","2.76","1.65","0.96","34.3360443","44.91","10.21","14.49","13.61","13.2","40.2","58","0.472727273","0.170212766","0.227586207","5.8","2.230769231","1.1","0.423076923","1.32","0.507692308","2.7","1.038461538","18.96551724","32.8358209","38.46153846","7.407407407","19.25925926","18.8034188","48.88888889","38.46153846","100","57.26495726","148.8888889"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00159","","","","26","17","1","2","9","9","17","31","7.2","5","21","7","7","3","1","8","8","3","2.49","1.77","1.08","23.2255116","60.4","6.8","9.59","3.35","12.2","33.2","48","0.423529412","0.161290323","0.254166667","5.333333333","1.846153846","1.888888889","0.653846154","1.355555556","0.469230769","2.333333333","0.807692308","35.41666667","36.74698795","34.61538462","10.25641026","29.62962963","17.37891738","50.20576132","29.91452991","86.41975309","47.29344729","136.6255144"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00160","","","","26","21","1","1","21","21","58","77","17","7","24","1","1","1","2","7","5","3","2.29","1.36","1.04","17.8517494","69.16","2.67","4.14","4.4","24","48","135","0.293103448","0.090909091","0.177777778","6.428571429","5.192307692","2.761904762","2.230769231","1.142857143","0.923076923","1.142857143","0.923076923","42.96296296","50","80.76923077","24.21652422","29.98236332","34.18803419","42.32804233","34.18803419","42.32804233","68.37606838","84.65608466"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00161","","","","26","15","1","1","13","13","9","39","2","3.2","16","5","5","2","1","3","5","5","3.28","1.74","1.1","91.4389496","57.07","4.61","6.87","11.68","5.2","21.2","48","0.222222222","0.082051282","0.108333333","3.692307692","1.846153846","0.692307692","0.346153846","0.4","0.2","1.230769231","0.615384615","18.75","24.52830189","50","2.849002849","5.698005698","7.407407407","14.81481481","22.79202279","45.58404558","30.1994302","60.3988604"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00162","","","","26","22","1","1","4","3","7","4","2.4","0.6","12","5","5","1","1","3","8","5","3.04","1.3","1.08","18.4517822","66.7","4.86","7.36","0.96","3","15","11","0.342857143","0.15","0.272727273","2.75","0.423076923","1.75","0.269230769","0.75","0.115384615","3","0.461538462","63.63636364","20","15.38461538","3.418803419","22.22222222","4.273504274","27.77777778","17.09401709","111.1111111","21.36752137","138.8888889"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00163","","","","26","20","1","1","5","5","5","19","0.7","1.2","3","3","3","2","1","7","7","1","3.58","1.58","0.98","28.3205833","67.54","3.27","5.43","5.5","1.9","4.9","24","0.14","0.063157895","0.079166667","4.8","0.923076923","1","0.192307692","0.38","0.073076923","0.6","0.115384615","20.83333333","38.7755102","19.23076923","0.997150997","5.185185185","2.706552707","14.07407407","4.273504274","22.22222222","6.98005698","36.2962963"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00164","","","","26","20","1","1","20","20","20","67","6.2","13","16","1","4","3","1","7","3","3","2.66","1.21","0.84","20.9794464","64.57","5.83","8.26","2.56","19.2","35.2","87","0.31","0.194029851","0.220689655","4.35","3.346153846","1","0.769230769","0.96","0.738461538","0.8","0.615384615","22.98850575","54.54545455","76.92307692","8.831908832","11.48148148","27.35042735","35.55555556","22.79202279","29.62962963","50.14245014","65.18518519"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00165","","","","26","22","1","1","21","21","73","63","15","3.9","23","1","3","2","1","7","7","3","2.54","1.77","1.3","46.3332863","57.49","4.79","6.94","9.21","18.9","41.9","136","0.205479452","0.061904762","0.138970588","6.476190476","5.230769231","3.476190476","2.807692308","0.9","0.726923077","1.095238095","0.884615385","53.67647059","45.10739857","80.76923077","21.36752137","26.45502646","26.92307692","33.33333333","32.76353276","40.5643739","59.68660969","73.89770723"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00166","","","","26","23","1","1","19","19","95","75","27","5","24","4","6","3","1","5","7","3","1.46","1.37","0.83","54.9942055","52.27","8.54","11.62","10.19","32","56","170","0.284210526","0.066666667","0.188235294","8.947368421","6.538461538","5","3.653846154","1.684210526","1.230769231","1.263157895","0.923076923","55.88235294","57.14285714","73.07692308","38.46153846","52.63157895","45.58404558","62.37816764","34.18803419","46.78362573","79.77207977","109.1617934"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00167","","","","26","14","1","2","10","10","20","31","7","3.2","24","3","5","3","1","6","5","1","3.15","1.88","1.29","44.9116516","51.52","5.64","8.64","16.5","10.2","34.2","51","0.35","0.103225806","0.2","5.1","1.961538462","2","0.769230769","1.02","0.392307692","2.4","0.923076923","39.21568627","29.8245614","38.46153846","9.971509972","25.92592593","14.52991453","37.77777778","34.18803419","88.88888889","48.71794872","126.6666667"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00168","","","","26","20","1","2","6","6","20","18","4.6","2","3.4","1","1","2","1","7","6","1","3.54","1.45","1.04","71.6853409","59.58","4.48","6.8","11.16","6.6","10","38","0.23","0.111111111","0.173684211","6.333333333","1.461538462","3.333333333","0.769230769","1.1","0.253846154","0.566666667","0.130769231","52.63157895","66","23.07692308","6.552706553","28.39506173","9.401709402","40.74074074","4.843304843","20.98765432","14.24501425","61.72839506"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00169","","","","26","23","1","1","10","10","14","31","2","1.8","12","5","5","6","1","8","6","1","2.73","1.94","1.13","113.87","47.59","5.26","8.08","19.45","3.8","15.8","45","0.142857143","0.058064516","0.084444444","4.5","1.730769231","1.4","0.538461538","0.38","0.146153846","1.2","0.461538462","31.11111111","24.05063291","38.46153846","2.849002849","7.407407407","5.413105413","14.07407407","17.09401709","44.44444444","22.50712251","58.51851852"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00170","","","","26","21","1","2","11","11","0","100","0","7","4","6","5","4","3","7","8","1","","","","","","","","","7","11","100","","0.07","0.07","9.090909091","3.846153846","0","0","0.636363636","0.269230769","0.363636364","0.153846154","0","63.63636364","42.30769231","0","0","9.971509972","23.56902357","5.698005698","13.46801347","15.66951567","37.03703704"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00171","","","","26","26","1","1","17","17","21","38","10","14","20","3","6","3","1","8","5","1","2.74","1.46","0.97","16.2770557","59.58","5.13","7.45","8.4","24","44","59","0.476190476","0.368421053","0.406779661","3.470588235","2.269230769","1.235294118","0.807692308","1.411764706","0.923076923","1.176470588","0.769230769","35.59322034","54.54545455","65.38461538","14.24501425","21.78649237","34.18803419","52.2875817","28.49002849","43.57298475","62.67806268","95.86056645"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00172","","","","26","18","1","2","14","14","46","40","17","3.3","15","1","3","3","1","7","7","5","1.73","1.06","0.85","53.1359711","71.07","3.59","5.18","2.62","20.3","35.3","86","0.369565217","0.0825","0.236046512","6.142857143","3.307692308","3.285714286","1.769230769","1.45","0.780769231","1.071428571","0.576923077","53.48837209","57.50708215","53.84615385","24.21652422","44.97354497","28.91737892","53.7037037","21.36752137","39.68253968","50.28490028","93.38624339"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00173","","","","26","26","1","1","16","16","14","71","4","12","16","3","5","4","1","9","3","1","2.29","1.78","0.99","37.5657539","46.22","8.85","12.54","15.7","16","32","85","0.285714286","0.169014085","0.188235294","5.3125","3.269230769","0.875","0.538461538","1","0.615384615","1","0.615384615","16.47058824","50","61.53846154","5.698005698","9.259259259","22.79202279","37.03703704","22.79202279","37.03703704","45.58404558","74.07407407"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00174","","","","26","23","1","1","6","5","3","34","0.4","2.2","17","3","5","5","1","5","5","5","3.87","1.79","0.94","47.1683617","54.08","5.32","8.08","15.23","2.6","19.6","37","0.133333333","0.064705882","0.07027027","6.166666667","1.423076923","0.5","0.115384615","0.433333333","0.1","2.833333333","0.653846154","8.108108108","13.26530612","23.07692308","0.56980057","2.469135802","3.703703704","16.04938272","24.21652422","104.9382716","27.92022792","120.9876543"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00175","","","","26","19","1","1","5","4","0","20","0","5","4","5","5","5","3","5","6","5","","","","","","","","","5","9","20","","0.25","0.25","4","0.769230769","0","0","1","0.192307692","0.8","0.153846154","0","55.55555556","19.23076923","0","0","7.122507123","37.03703704","5.698005698","29.62962963","12.82051282","66.66666667"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00176","","","","26","12","1","1","11","11","50","32","14","5","4.9","1","5","3","1","9","5","3","2.32","1.62","1.01","15.0563841","60.48","3.77","5.11","11.33","19","23.9","82","0.28","0.15625","0.231707317","7.454545455","3.153846154","4.545454545","1.923076923","1.727272727","0.730769231","0.445454545","0.188461538","60.97560976","79.49790795","42.30769231","19.94301994","47.13804714","27.06552707","63.97306397","6.98005698","16.4983165","34.04558405","80.47138047"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00177","","","","26","20","1","1","13","13","59","64","23","4.2","19.2","1","1","3","1","5","9","3","","","","","","","","","27.2","46.4","123","0.389830508","0.065625","0.221138211","9.461538462","4.730769231","4.538461538","2.269230769","2.092307692","1.046153846","1.476923077","0.738461538","47.96747967","58.62068966","50","32.76353276","65.52706553","38.74643875","77.49287749","27.35042735","54.7008547","66.0968661","132.1937322"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00178","","","","26","19","1","1","7","7","113","98","10","5.3","15","4","3","1","1","7","6","1","2.79","1.67","1.17","41.4268036","55.93","5.44","7.95","12.81","15.3","30.3","211","0.088495575","0.054081633","0.072511848","30.14285714","8.115384615","16.14285714","4.346153846","2.185714286","0.588461538","2.142857143","0.576923077","53.55450237","50.4950495","26.92307692","14.24501425","52.91005291","21.79487179","80.95238095","21.36752137","79.36507937","43.16239316","160.3174603"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00179","","","","26","6","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00180","","","","26","16","1","1","14","14","52","40","12","2.8","15","4","5","2","1","5","9","5","2.99","1.34","1.05","37.2568855","73.42","2","3.3","2.76","14.8","29.8","92","0.230769231","0.07","0.160869565","6.571428571","3.538461538","3.714285714","2","1.057142857","0.569230769","1.071428571","0.576923077","56.52173913","49.66442953","53.84615385","17.09401709","31.74603175","21.08262108","39.15343915","21.36752137","39.68253968","42.45014245","78.83597884"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00181","","","","26","21","1","1","12","12","16","19","5.4","5.1","30","5","6","3","3","7","9","1","1.85","1.02","0.84","3.8707223","66.77","4.17","5.96","5.68","10.5","40.5","35","0.3375","0.268421053","0.3","2.916666667","1.346153846","1.333333333","0.615384615","0.875","0.403846154","2.5","1.153846154","45.71428571","25.92592593","46.15384615","7.692307692","16.66666667","14.95726496","32.40740741","42.73504274","92.59259259","57.69230769","125"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00182","","","","26","18","1","1","14","14","12","56","4","7.2","9","3","3","6","1","5","7","1","2.41","1.96","1.24","38.3428001","49","5.9","8.37","12.38","11.2","20.2","68","0.333333333","0.128571429","0.164705882","4.857142857","2.615384615","0.857142857","0.461538462","0.8","0.430769231","0.642857143","0.346153846","17.64705882","55.44554455","53.84615385","5.698005698","10.58201058","15.95441595","29.62962963","12.82051282","23.80952381","28.77492877","53.43915344"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00183","","","","26","22","1","1","17","17","27","42","7","4.2","10","4","4","4","1","5","5","5","3.23","1.9","1.24","33.4199791","60.66","4.24","7.01","9.36","11.2","21.2","69","0.259259259","0.1","0.162318841","4.058823529","2.653846154","1.588235294","1.038461538","0.658823529","0.430769231","0.588235294","0.384615385","39.13043478","52.83018868","65.38461538","9.971509972","15.25054466","15.95441595","24.40087146","14.24501425","21.78649237","30.1994302","46.18736383"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00184","","","","26","18","1","3","15","15","11","65","2","6","6","4","4","4","3","5","5","3","2.82","1.48","0.83","79.6733398","54.7","7.54","10.55","9.4","8","14","76","0.181818182","0.092307692","0.105263158","5.066666667","2.923076923","0.733333333","0.423076923","0.533333333","0.307692308","0.4","0.230769231","14.47368421","57.14285714","57.69230769","2.849002849","4.938271605","11.3960114","19.75308642","8.547008547","14.81481481","19.94301994","34.56790123"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00185","","","","26","22","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.846153846","","","","","","","",""
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00186","","","","26","24","2","1","9","9","15","18","3","2","3.2","3","4","2","3","8","7","3","2.29","1.37","0.87","6.9882922","61.72","6.47","8.93","3.5","5","8.2","33","0.2","0.111111111","0.151515152","3.666666667","1.269230769","1.666666667","0.576923077","0.555555556","0.192307692","0.355555556","0.123076923","45.45454545","60.97560976","34.61538462","4.273504274","12.34567901","7.122507123","20.57613169","4.558404558","13.16872428","11.68091168","33.74485597"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00187","","","","26","13","1","1","10","10","32","14","11","1.5","4.2","5","6","4","1","5","5","5","2.67","1.68","0.93","36.1217537","52.03","7.82","10.78","10.48","12.5","16.7","46","0.34375","0.107142857","0.27173913","4.6","1.769230769","3.2","1.230769231","1.25","0.480769231","0.42","0.161538462","69.56521739","74.8502994","38.46153846","15.66951567","40.74074074","17.80626781","46.2962963","5.982905983","15.55555556","23.78917379","61.85185185"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00188","","","","26","16","1","1","9","8","8","13","2","0.9","6","4","5","4","1","7","6","1","3.62","2.15","1.27","46.576252","28.29","8.53","11.55","30.38","2.9","8.9","21","0.25","0.069230769","0.138095238","2.333333333","0.807692308","0.888888889","0.307692308","0.322222222","0.111538462","0.666666667","0.230769231","38.0952381","32.58426966","34.61538462","2.849002849","8.230452675","4.131054131","11.93415638","8.547008547","24.69135802","12.67806268","36.6255144"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00189","","","","26","19","1","3","2","1","0","5","0","0.4","2","6","7","2","1","7","7","1","3.59","2.19","1.38","42.6129112","52.24","3.75","6.09","16.35","0.4","2.4","5","","0.08","0.08","2.5","0.192307692","0","0","0.2","0.015384615","1","0.076923077","0","16.66666667","7.692307692","0","0","0.56980057","7.407407407","2.849002849","37.03703704","3.418803419","44.44444444"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00190","","","","26","20","1","1","14","14","72","73","7","3.4","19","3","2","3","3","5","9","5","2.91","1.41","0.9","19.5701332","63.4","5.97","8.62","4.23","10.4","29.4","145","0.097222222","0.046575342","0.071724138","10.35714286","5.576923077","5.142857143","2.769230769","0.742857143","0.4","1.357142857","0.730769231","49.65517241","35.37414966","53.84615385","9.971509972","18.51851852","14.81481481","27.51322751","27.06552707","50.26455026","41.88034188","77.77777778"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00191","","","","26","17","2","1","17","17","73","66","21","10.1","28","4","4","4","1","7","6","1","3.11","1.77","1.18","46.9352684","44.91","7.4","11.05","18.59","31.1","59.1","139","0.287671233","0.153030303","0.223741007","8.176470588","5.346153846","4.294117647","2.807692308","1.829411765","1.196153846","1.647058824","1.076923077","52.51798561","52.62267343","65.38461538","29.91452991","45.75163399","44.3019943","67.75599129","39.88603989","61.00217865","84.18803419","128.7581699"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00192","","","","26","20","1","1","16","16","18","41","5.4","3.9","12.2","5","6","2","1","5","5","5","2.01","1.53","1.01","21.4019318","58.02","4.59","6.24","12.36","9.3","21.5","59","0.3","0.095121951","0.157627119","3.6875","2.269230769","1.125","0.692307692","0.58125","0.357692308","0.7625","0.469230769","30.50847458","43.25581395","61.53846154","7.692307692","12.5","13.24786325","21.52777778","17.37891738","28.24074074","30.62678063","49.76851852"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00193","","","","26","26","1","2","15","15","55","85","12","7","29","3","2","4","1","5","7","5","3.31","1.78","1.16","26.1966648","60.2","4.7","6.93","6.22","19","48","140","0.218181818","0.082352941","0.135714286","9.333333333","5.384615385","3.666666667","2.115384615","1.266666667","0.730769231","1.933333333","1.115384615","39.28571429","39.58333333","57.69230769","17.09401709","29.62962963","27.06552707","46.91358025","41.31054131","71.60493827","68.37606838","118.5185185"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00194","","","","26","20","1","3","13","13","18","64","7.3","12","7","2","1","4","1","9","5","1","2.79","1.82","1.14","32.9350357","52.18","7.46","10.86","9.89","19.3","26.3","82","0.405555556","0.1875","0.235365854","6.307692308","3.153846154","1.384615385","0.692307692","1.484615385","0.742307692","0.538461538","0.269230769","21.95121951","73.38403042","50","10.3988604","20.7977208","27.49287749","54.98575499","9.971509972","19.94301994","37.46438746","74.92877493"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00195","","","","26","23","1","1","15","15","12","21","1.1","2.8","6","7","7","5","1","8","9","1","3.56","1.58","0.97","28.6555786","67.73","3.23","5.34","5.72","3.9","9.9","33","0.091666667","0.133333333","0.118181818","2.2","1.269230769","0.8","0.461538462","0.26","0.15","0.4","0.230769231","36.36363636","39.39393939","57.69230769","1.566951567","2.716049383","5.555555556","9.62962963","8.547008547","14.81481481","14.1025641","24.44444444"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00196","","","","26","11","2","1","11","8","9","15","2.9","2.2","11","3","3","4","1","9","6","1","3.63","2.17","1.46","51.7302246","46.8","4.46","7.35","22.97","5.1","16.1","24","0.322222222","0.146666667","0.2125","2.181818182","0.923076923","0.818181818","0.346153846","0.463636364","0.196153846","1","0.423076923","37.5","31.67701863","42.30769231","4.131054131","9.764309764","7.264957265","17.17171717","15.66951567","37.03703704","22.93447293","54.20875421"
"","","MZP2012UMB-AT03","","","","","","","","","MZP2012UMB-AT03-00197","","","","26","22","1","1","12","12","18","21","10","5","12","2","4","5","1","5","7","3","3.14","1.71","0.96","87.7733154","52.62","4.88","6.97","16.2","15","27","39","0.555555556","0.238095238","0.384615385","3.25","1.5","1.5","0.692307692","1.25","0.576923077","1","0.461538462","46.15384615","55.55555556","46.15384615","14.24501425","30.86419753","21.36752137","46.2962963","17.09401709","37.03703704","38.46153846","83.33333333"
