"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of commercial storage roots per NET plot|CO_331:0000214","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of vines per NET plot in kg|CO_331:0000227","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004 "
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00259","","","","10","10","1","1","1","4","3","9","48","9","1.1","1.3","9.9","0.02","2.4","12.3","57","0.144444444","0.022916667","0.042105263","6.333333333","5.7","1","0.9","0.266666667","0.24","1.1","0.99","15.78947368","19.51219512","90","4.333333333","8","33","41","4.814814815","8.888888889","36.66666667","45.55555556"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00502","","","","10","10","3","1","1","5","4","6","4","12","0.38","1.7","7","1.38","2.08","9.08","16","0.141666667","0.095","0.13","2.666666667","1.6","2","1.2","0.346666667","0.208","1.166666667","0.7","75","22.90748899","60","5.666666667","6.933333333","23.33333333","30.26666667","9.444444444","11.55555556","38.88888889","50.44444444"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00385","","","","10","10","2","1","1","4","2","10","3","23","0.83","5.3","14.9","0.69","6.13","21.03","26","0.230434783","0.276666667","0.235769231","2.6","2.6","2.3","2.3","0.613","0.613","1.49","1.49","88.46153846","29.148835","100","17.66666667","20.43333333","49.66666667","70.1","17.66666667","20.43333333","49.66666667","70.1"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00857","","","","10","9","6","1","1","4","3","9","14","14","0.4","0.24","4.3","4.41","0.64","4.94","28","0.017142857","0.028571429","0.022857143","3.111111111","2.8","1.555555556","1.4","0.071111111","0.064","0.477777778","0.43","50","12.95546559","90","0.8","2.133333333","14.33333333","16.46666667","0.888888889","2.37037037","15.92592593","18.2962963"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00566","","","","10","8","7","1","1","2","3","8","9","6","0.2","0.6","2.2","0","0.8","3","15","0.1","0.022222222","0.053333333","1.875","1.5","0.75","0.6","0.1","0.08","0.275","0.22","40","26.66666667","80","2","2.666666667","7.333333333","10","2.5","3.333333333","9.166666667","12.5"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00632","","","","10","10","4","2","1","4","3","10","66","12","1.9","1.3","5.4","0.12","3.2","8.6","78","0.108333333","0.028787879","0.041025641","7.8","7.8","1.2","1.2","0.32","0.32","0.54","0.54","15.38461538","37.20930233","100","4.333333333","10.66666667","18","28.66666667","4.333333333","10.66666667","18","28.66666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00384","","","","10","8","6","2","1","5","2","5","1","5","0.1","0.5","1","0.12","0.6","1.6","6","0.1","0.1","0.1","1.2","0.6","1","0.5","0.12","0.06","0.2","0.1","83.33333333","37.5","50","1.666666667","2","3.333333333","5.333333333","3.333333333","4","6.666666667","10.66666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01709","","","","10","7","6","2","1","3","1","7","8","3","0.4","1.5","3.5","1.38","1.9","5.4","11","0.5","0.05","0.172727273","1.571428571","1.1","0.428571429","0.3","0.271428571","0.19","0.5","0.35","27.27272727","35.18518519","70","5","6.333333333","11.66666667","18","7.142857143","9.047619048","16.66666667","25.71428571"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01627","","","","10","9","7","3","2","2","2","8","7","6","0.2","0.45","1","1.65","0.65","1.65","13","0.075","0.028571429","0.05","1.625","1.3","0.75","0.6","0.08125","0.065","0.125","0.1","46.15384615","39.39393939","80","1.5","2.166666667","3.333333333","5.5","1.875","2.708333333","4.166666667","6.875"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01417","","","","10","10","8","2","1","3","3","9","11","10","0.2","3.4","7","1.74","3.6","10.6","21","0.34","0.018181818","0.171428571","2.333333333","2.1","1.111111111","1","0.4","0.36","0.777777778","0.7","47.61904762","33.96226415","90","11.33333333","12","23.33333333","35.33333333","12.59259259","13.33333333","25.92592593","39.25925926"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01059","","","","10","10","5","1","1","2","2","10","3","2","0.08","0.48","0.9","1.65","0.56","1.46","5","0.24","0.026666667","0.112","0.5","0.5","0.2","0.2","0.056","0.056","0.09","0.09","40","38.35616438","100","1.6","1.866666667","3","4.866666667","1.6","1.866666667","3","4.866666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00238","","","","10","10","3","1","1","7","2","10","2","10","0.02","2","10","1.38","2.02","12.02","12","0.2","0.01","0.168333333","1.2","1.2","1","1","0.202","0.202","1","1","83.33333333","16.80532446","100","6.666666667","6.733333333","33.33333333","40.06666667","6.666666667","6.733333333","33.33333333","40.06666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00015","","","","10","10","3","3","2","7","2","10","8","8","0.2","0.6","8.1","1.5","0.8","8.9","16","0.075","0.025","0.05","1.6","1.6","0.8","0.8","0.08","0.08","0.81","0.81","50","8.988764045","100","2","2.666666667","27","29.66666667","2","2.666666667","27","29.66666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00809","","","","10","7","6","1","1","3","2","7","1","2","0.02","0.4","0.5","0.12","0.42","0.92","3","0.2","0.02","0.14","0.428571429","0.3","0.285714286","0.2","0.06","0.042","0.071428571","0.05","66.66666667","45.65217391","70","1.333333333","1.4","1.666666667","3.066666667","1.904761905","2","2.380952381","4.380952381"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00938","","","","10","10","3","1","1","6","3","9","2","7","0.05","1.2","1.5","1.04","1.25","2.75","9","0.171428571","0.025","0.138888889","1","0.9","0.777777778","0.7","0.138888889","0.125","0.166666667","0.15","77.77777778","45.45454545","90","4","4.166666667","5","9.166666667","4.444444444","4.62962963","5.555555556","10.18518519"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00715","","","","10","10","3","1","1","5","3","10","92","9","2.2","0.5","6.3","0","2.7","9","101","0.055555556","0.023913043","0.026732673","10.1","10.1","0.9","0.9","0.27","0.27","0.63","0.63","8.910891089","30","100","1.666666667","9","21","30","1.666666667","9","21","30"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01012","","","","10","7","5","1","1","2","2","7","10","6","0.3","0.8","1","1.65","1.1","2.1","16","0.133333333","0.03","0.06875","2.285714286","1.6","0.857142857","0.6","0.157142857","0.11","0.142857143","0.1","37.5","52.38095238","70","2.666666667","3.666666667","3.333333333","7","3.80952381","5.238095238","4.761904762","10"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01021","","","","10","6","5","2","1","2","1","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00837","","","","10","9","5","1","1","2","2","8","6","7","0.2","1.2","1","0.69","1.4","2.4","13","0.171428571","0.033333333","0.107692308","1.625","1.3","0.875","0.7","0.175","0.14","0.125","0.1","53.84615385","58.33333333","80","4","4.666666667","3.333333333","8","5","5.833333333","4.166666667","10"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01027","","","","10","10","7","2","1","4","2","10","9","20","0.3","4","1.1","5.46","4.3","5.4","29","0.2","0.033333333","0.148275862","2.9","2.9","2","2","0.43","0.43","0.11","0.11","68.96551724","79.62962963","100","13.33333333","14.33333333","3.666666667","18","13.33333333","14.33333333","3.666666667","18"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00316","","","","10","10","3","1","1","2","2","8","5","8","0.1","2.9","4","0.15","3","7","13","0.3625","0.02","0.230769231","1.625","1.3","1","0.8","0.375","0.3","0.5","0.4","61.53846154","42.85714286","80","9.666666667","10","13.33333333","23.33333333","12.08333333","12.5","16.66666667","29.16666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00004","","","","10","9","3","3","2","4","3","7","10","22","0.2","3.4","3.2","0.12","3.6","6.8","32","0.154545455","0.02","0.1125","4.571428571","3.2","3.142857143","2.2","0.514285714","0.36","0.457142857","0.32","68.75","52.94117647","70","11.33333333","12","10.66666667","22.66666667","16.19047619","17.14285714","15.23809524","32.38095238"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00734","","","","10","9","3","2","1","5","4","9","9","0","0.1","0","3","0.02","0.1","3.1","9","","0.011111111","0.011111111","1","0.9","0","0","0.011111111","0.01","0.333333333","0.3","0","3.225806452","90","0","0.333333333","10","10.33333333","0","0.37037037","11.11111111","11.48148148"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01563","","","","10","10","8","1","1","4","1","10","10","12","0.48","2.7","6","0","3.18","9.18","22","0.225","0.048","0.144545455","2.2","2.2","1.2","1.2","0.318","0.318","0.6","0.6","54.54545455","34.64052288","100","9","10.6","20","30.6","9","10.6","20","30.6"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-02018","","","","10","9","7","2","2","2","2","9","3","0","0.1","0","2.5","4.92","0.1","2.6","3","","0.033333333","0.033333333","0.333333333","0.3","0","0","0.011111111","0.01","0.277777778","0.25","0","3.846153846","90","0","0.333333333","8.333333333","8.666666667","0","0.37037037","9.259259259","9.62962963"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-02089","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01533","","","","10","10","8","2","1","4","1","10","16","25","0.48","4.4","4","3.03","4.88","8.88","41","0.176","0.03","0.11902439","4.1","4.1","2.5","2.5","0.488","0.488","0.4","0.4","60.97560976","54.95495495","100","14.66666667","16.26666667","13.33333333","29.6","14.66666667","16.26666667","13.33333333","29.6"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01878","","","","10","9","7","1","1","3","2","9","7","9","0.6","5","6.5","1.65","5.6","12.1","16","0.555555556","0.085714286","0.35","1.777777778","1.6","1","0.9","0.622222222","0.56","0.722222222","0.65","56.25","46.28099174","90","16.66666667","18.66666667","21.66666667","40.33333333","18.51851852","20.74074074","24.07407407","44.81481481"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-02052","","","","10","8","8","3","2","3","2","8","32","0","1","0","16","4.41","1","17","32","","0.03125","0.03125","4","3.2","0","0","0.125","0.1","2","1.6","0","5.882352941","80","0","3.333333333","53.33333333","56.66666667","0","4.166666667","66.66666667","70.83333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00959","","","","10","10","4","3","1","5","6","9","7","0","0.16","0","1.8","0","0.16","1.96","7","","0.022857143","0.022857143","0.777777778","0.7","0","0","0.017777778","0.016","0.2","0.18","0","8.163265306","90","0","0.533333333","6","6.533333333","0","0.592592593","6.666666667","7.259259259"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01240","","","","10","10","7","3","2","2","2","9","0","5","0","1.5","4","1.74","1.5","5.5","5","0.3","","0.3","0.555555556","0.5","0.555555556","0.5","0.166666667","0.15","0.444444444","0.4","100","27.27272727","90","5","5","13.33333333","18.33333333","5.555555556","5.555555556","14.81481481","20.37037037"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00960","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01137","","","","10","7","5","2","1","2","2","6","10","5","0.28","0.6","1.5","0.12","0.88","2.38","15","0.12","0.028","0.058666667","2.5","1.5","0.833333333","0.5","0.146666667","0.088","0.25","0.15","33.33333333","36.97478992","60","2","2.933333333","5","7.933333333","3.333333333","4.888888889","8.333333333","13.22222222"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01754","","","","10","9","6","3","2","3","2","9","19","9","0.4","1.3","2","1.65","1.7","3.7","28","0.144444444","0.021052632","0.060714286","3.111111111","2.8","1","0.9","0.188888889","0.17","0.222222222","0.2","32.14285714","45.94594595","90","4.333333333","5.666666667","6.666666667","12.33333333","4.814814815","6.296296296","7.407407407","13.7037037"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01630","","","","10","10","7","2","2","3","2","8","13","9","0.4","1","4","0.15","1.4","5.4","22","0.111111111","0.030769231","0.063636364","2.75","2.2","1.125","0.9","0.175","0.14","0.5","0.4","40.90909091","25.92592593","80","3.333333333","4.666666667","13.33333333","18","4.166666667","5.833333333","16.66666667","22.5"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01701","","","","10","6","6","3","2","3","2","6","28","6","0.6","1.1","1","4.61","1.7","2.7","34","0.183333333","0.021428571","0.05","5.666666667","3.4","1","0.6","0.283333333","0.17","0.166666667","0.1","17.64705882","62.96296296","60","3.666666667","5.666666667","3.333333333","9","6.111111111","9.444444444","5.555555556","15"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01896","","","","10","10","7","2","1","3","2","8","18","11","0.4","1.4","4","11.03","1.8","5.8","29","0.127272727","0.022222222","0.062068966","3.625","2.9","1.375","1.1","0.225","0.18","0.5","0.4","37.93103448","31.03448276","80","4.666666667","6","13.33333333","19.33333333","5.833333333","7.5","16.66666667","24.16666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01129","","","","10","10","4","3","1","2","2","9","4","6","0.24","0.48","1.4","0.02","0.72","2.12","10","0.08","0.06","0.072","1.111111111","1","0.666666667","0.6","0.08","0.072","0.155555556","0.14","60","33.96226415","90","1.6","2.4","4.666666667","7.066666667","1.777777778","2.666666667","5.185185185","7.851851852"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00520","","","","10","10","4","1","1","4","3","10","15","8","0.36","1.1","4","0","1.46","5.46","23","0.1375","0.024","0.063478261","2.3","2.3","0.8","0.8","0.146","0.146","0.4","0.4","34.7826087","26.73992674","100","3.666666667","4.866666667","13.33333333","18.2","3.666666667","4.866666667","13.33333333","18.2"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01740","","","","10","10","5","2","1","3","1","10","0","0","0","0","1.5","","0","1.5","0","","","","0","0","0","0","0","0","0.15","0.15","","0","100","0","0","5","5","0","0","5","5"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00883","","","","10","9","4","1","1","3","2","8","3","5","0.12","0.5","2.8","0.02","0.62","3.42","8","0.1","0.04","0.0775","1","0.8","0.625","0.5","0.0775","0.062","0.35","0.28","62.5","18.12865497","80","1.666666667","2.066666667","9.333333333","11.4","2.083333333","2.583333333","11.66666667","14.25"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00677","","","","10","10","5","1","1","5","4","8","18","0","0.36","0","2.5","0.12","0.36","2.86","18","","0.02","0.02","2.25","1.8","0","0","0.045","0.036","0.3125","0.25","0","12.58741259","80","0","1.2","8.333333333","9.533333333","0","1.5","10.41666667","11.91666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01687","","","","10","9","7","2","2","3","2","9","24","7","0.44","0.9","4","0","1.34","5.34","31","0.128571429","0.018333333","0.043225806","3.444444444","3.1","0.777777778","0.7","0.148888889","0.134","0.444444444","0.4","22.58064516","25.09363296","90","3","4.466666667","13.33333333","17.8","3.333333333","4.962962963","14.81481481","19.77777778"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00864","","","","10","10","6","1","1","5","2","10","8","3","0.2","0.4","2.1","0.12","0.6","2.7","11","0.133333333","0.025","0.054545455","1.1","1.1","0.3","0.3","0.06","0.06","0.21","0.21","27.27272727","22.22222222","100","1.333333333","2","7","9","1.333333333","2","7","9"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01758","","","","10","9","7","3","2","2","3","9","6","2","0.14","0.14","7","1.32","0.28","7.28","8","0.07","0.023333333","0.035","0.888888889","0.8","0.222222222","0.2","0.031111111","0.028","0.777777778","0.7","25","3.846153846","90","0.466666667","0.933333333","23.33333333","24.26666667","0.518518519","1.037037037","25.92592593","26.96296296"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01216","","","","10","8","6","2","2","2","2","8","5","0","0.08","0","6.4","3.96","0.08","6.48","5","","0.016","0.016","0.625","0.5","0","0","0.01","0.008","0.8","0.64","0","1.234567901","80","0","0.266666667","21.33333333","21.6","0","0.333333333","26.66666667","27"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-02030","","","","10","8","8","2","2","3","3","8","8","4","0.36","0.9","5.5","3.76","1.26","6.76","12","0.225","0.045","0.105","1.5","1.2","0.5","0.4","0.1575","0.126","0.6875","0.55","33.33333333","18.63905325","80","3","4.2","18.33333333","22.53333333","3.75","5.25","22.91666667","28.16666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00230","","","","10","10","2","1","1","5","2","9","19","12","1","4.3","9","0.15","5.3","14.3","31","0.358333333","0.052631579","0.170967742","3.444444444","3.1","1.333333333","1.2","0.588888889","0.53","1","0.9","38.70967742","37.06293706","90","14.33333333","17.66666667","30","47.66666667","15.92592593","19.62962963","33.33333333","52.96296296"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01920","","","","10","10","6","2","2","2","2","9","43","7","0.14","0.28","3.5","0.02","0.42","3.92","50","0.04","0.003255814","0.0084","5.555555556","5","0.777777778","0.7","0.046666667","0.042","0.388888889","0.35","14","10.71428571","90","0.933333333","1.4","11.66666667","13.06666667","1.037037037","1.555555556","12.96296296","14.51851852"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01789","","","","10","10","6","3","2","3","3","10","6","5","0.18","0.44","4.5","0.15","0.62","5.12","11","0.088","0.03","0.056363636","1.1","1.1","0.5","0.5","0.062","0.062","0.45","0.45","45.45454545","12.109375","100","1.466666667","2.066666667","15","17.06666667","1.466666667","2.066666667","15","17.06666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00821","","","","10","10","4","1","2","5","3","10","6","3","0.26","0.36","2.3","1.38","0.62","2.92","9","0.12","0.043333333","0.068888889","0.9","0.9","0.3","0.3","0.062","0.062","0.23","0.23","33.33333333","21.23287671","100","1.2","2.066666667","7.666666667","9.733333333","1.2","2.066666667","7.666666667","9.733333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01142","","","","10","1","5","1","1","2","2","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01357","","","","10","10","7","2","1","3","1","9","11","7","0.4","0.9","3.7","1.5","1.3","5","18","0.128571429","0.036363636","0.072222222","2","1.8","0.777777778","0.7","0.144444444","0.13","0.411111111","0.37","38.88888889","26","90","3","4.333333333","12.33333333","16.66666667","3.333333333","4.814814815","13.7037037","18.51851852"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01498","","","","10","10","6","2","2","3","1","8","18","2","0.4","0.2","10","0","0.6","10.6","20","0.1","0.022222222","0.03","2.5","2","0.25","0.2","0.075","0.06","1.25","1","10","5.660377358","80","0.666666667","2","33.33333333","35.33333333","0.833333333","2.5","41.66666667","44.16666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01029","","","","10","10","6","2","2","3","2","10","0","1","0","0.08","4.3","0.12","0.08","4.38","1","0.08","","0.08","0.1","0.1","0.1","0.1","0.008","0.008","0.43","0.43","100","1.826484018","100","0.266666667","0.266666667","14.33333333","14.6","0.266666667","0.266666667","14.33333333","14.6"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00078","","","","10","9","6","1","1","6","3","9","9","7","0.4","1.4","1.4","0","1.8","3.2","16","0.2","0.044444444","0.1125","1.777777778","1.6","0.777777778","0.7","0.2","0.18","0.155555556","0.14","43.75","56.25","90","4.666666667","6","4.666666667","10.66666667","5.185185185","6.666666667","5.185185185","11.85185185"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01197","","","","10","10","6","1","1","3","1","10","0","0","0","0","2.2","","0","2.2","0","","","","0","0","0","0","0","0","0.22","0.22","","0","100","0","0","7.333333333","7.333333333","0","0","7.333333333","7.333333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00361","","","","10","9","5","1","1","3","1","9","10","19","0.2","3.4","2.3","0","3.6","5.9","29","0.178947368","0.02","0.124137931","3.222222222","2.9","2.111111111","1.9","0.4","0.36","0.255555556","0.23","65.51724138","61.01694915","90","11.33333333","12","7.666666667","19.66666667","12.59259259","13.33333333","8.518518519","21.85185185"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00119","","","","10","10","3","1","1","4","2","10","10","10","0.28","2.9","4","0","3.18","7.18","20","0.29","0.028","0.159","2","2","1","1","0.318","0.318","0.4","0.4","50","44.28969359","100","9.666666667","10.6","13.33333333","23.93333333","9.666666667","10.6","13.33333333","23.93333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-02037","","","","10","7","7","2","1","3","2","5","14","2","0.4","0.24","9","0","0.64","9.64","16","0.12","0.028571429","0.04","3.2","1.6","0.4","0.2","0.128","0.064","1.8","0.9","12.5","6.639004149","50","0.8","2.133333333","30","32.13333333","1.6","4.266666667","60","64.26666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01873","","","","10","8","6","3","2","3","2","8","3","0","0.08","0","6","0.02","0.08","6.08","3","","0.026666667","0.026666667","0.375","0.3","0","0","0.01","0.008","0.75","0.6","0","1.315789474","80","0","0.266666667","20","20.26666667","0","0.333333333","25","25.33333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01382","","","","10","10","6","3","2","3","1","9","11","10","0.14","1.4","1.5","0.02","1.54","3.04","21","0.14","0.012727273","0.073333333","2.333333333","2.1","1.111111111","1","0.171111111","0.154","0.166666667","0.15","47.61904762","50.65789474","90","4.666666667","5.133333333","5","10.13333333","5.185185185","5.703703704","5.555555556","11.25925926"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00812","","","","10","8","5","2","1","4","2","7","3","7","0.16","1","2.4","7.23","1.16","3.56","10","0.142857143","0.053333333","0.116","1.428571429","1","1","0.7","0.165714286","0.116","0.342857143","0.24","70","32.58426966","70","3.333333333","3.866666667","8","11.86666667","4.761904762","5.523809524","11.42857143","16.95238095"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00335","","","","10","10","3","1","1","3","3","10","0","9","0","3","4.1","1.76","3","7.1","9","0.333333333","","0.333333333","0.9","0.9","0.9","0.9","0.3","0.3","0.41","0.41","100","42.25352113","100","10","10","13.66666667","23.66666667","10","10","13.66666667","23.66666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00457","","","","10","10","5","1","1","3","1","7","1","3","0.14","0.6","3","0","0.74","3.74","4","0.2","0.14","0.185","0.571428571","0.4","0.428571429","0.3","0.105714286","0.074","0.428571429","0.3","75","19.78609626","70","2","2.466666667","10","12.46666667","2.857142857","3.523809524","14.28571429","17.80952381"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00700","","","","10","10","5","1","1","5","4","8","6","5","0.12","0.6","5.1","6.12","0.72","5.82","11","0.12","0.02","0.065454545","1.375","1.1","0.625","0.5","0.09","0.072","0.6375","0.51","45.45454545","12.37113402","80","2","2.4","17","19.4","2.5","3","21.25","24.25"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01391","","","","10","10","7","3","1","2","2","10","15","8","0.34","1.3","2.2","1.38","1.64","3.84","23","0.1625","0.022666667","0.071304348","2.3","2.3","0.8","0.8","0.164","0.164","0.22","0.22","34.7826087","42.70833333","100","4.333333333","5.466666667","7.333333333","12.8","4.333333333","5.466666667","7.333333333","12.8"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01931","","","","10","10","7","2","1","2","4","10","2","5","0.1","1.5","4.5","0.02","1.6","6.1","7","0.3","0.05","0.228571429","0.7","0.7","0.5","0.5","0.16","0.16","0.45","0.45","71.42857143","26.2295082","100","5","5.333333333","15","20.33333333","5","5.333333333","15","20.33333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01978","","","","10","10","7","2","1","2","3","10","0","5","0","2.5","4","0.02","2.5","6.5","5","0.5","","0.5","0.5","0.5","0.5","0.5","0.25","0.25","0.4","0.4","100","38.46153846","100","8.333333333","8.333333333","13.33333333","21.66666667","8.333333333","8.333333333","13.33333333","21.66666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00033","","","","10","10","3","1","1","5","3","9","15","14","0.4","5.1","2.6","0.02","5.5","8.1","29","0.364285714","0.026666667","0.189655172","3.222222222","2.9","1.555555556","1.4","0.611111111","0.55","0.288888889","0.26","48.27586207","67.90123457","90","17","18.33333333","8.666666667","27","18.88888889","20.37037037","9.62962963","30"
